url,MLS,Distance from office in min,distance in miles,Direction,Corner,Number,Area in sq ft,price,yard,pr/sqft,hoa,indian grocery in min,area vibe,odd/even,neighbors,balcony,grocery,closest indian restaurant in min,X factor,townhome/house,year built,,,,,,,,,,,
https://www.utahrealestate.com/1717021,1717021,9,3.6,w,no,2,2293,350000,small,152.638464893153,118,22,80,even,3,no,6,9,3,townhome,2017,,,,,,,,,,,
https://www.utahrealestate.com/1717071,1717071,15,7.7,nw,yes,9,2563,375000,medium,146.312914553258,120,26,72,odd,1,yes,6,15,1,townhome,2003,,,,,,,,,,,
https://www.utahrealestate.com/1717132,1717132,16,11.4,w,no,9,3106,400000,small,128.783000643915,170,6,67,odd,2,no,2,7,2,townhome,2017,,,,,,,,,,,
https://www.utahrealestate.com/1716838,1716838,21,11.7,e,yes,8,2230,355000,small,159.192825112108,160,18,71,even,1,no,6,19,4,townhome,2011,,,,,,,,,,,
https://www.utahrealestate.com/1716940,1716940,10,4.5,s,no,6,2188,400000,large,182.815356489945,40,23,80,even,2,no,8,12,6,house,2007,,,,,,,,,,,
https://www.utahrealestate.com/1717148,1717148,15,7.8,w,no,4,1672,320000,small,191.387559808612,110,26,72,even,2,yes,6,15,5,townhome,2004,,,,,,,,,,,
https://www.utahrealestate.com/1717259,1717259,7,2.5,n,no,8,1576,375000,large,238,25,21,80,even,4,no,7,9,7,house,1999,,,,,,,,,,,
